AutoID_row_number,rateA(summer),rateB(spring),rateC(winter),load>50% (%),Average loading (%)
47,195.746,204.966,223.549,0.0,18.665
48,261.074,274.551,297.284,0.0,8.763
49,339.108,373.958,412.989,0.0,8.561
50,81.374,123.744,131.074,0.0,18.584
51,256.317,261.215,261.54,0.0,9.136
52,256.382,261.448,261.866,0.0,9.058
53,256.341,261.435,261.073,0.0,9.089
54,523.239,521.737,521.532,0.0,18.977
55,253.756,275.16,297.201,0.0,8.402
56,190.06,196.412,196.271,26.266,37.956
57,227.992,248.878,382.97,0.0,12.439
58,228.005,249.215,382.951,0.0,12.482
59,254.411,261.584,261.215,0.0,12.573
60,196.239,204.906,223.126,0.0,11.649
61,195.759,205.014,223.247,0.0,11.677
62,234.332,249.355,261.601,0.0,10.09
63,192.015,205.168,223.318,0.0,34.407
64,195.768,205.037,222.757,0.0,15.003
65,195.778,205.104,223.433,0.0,25.088
66,196.219,205.197,223.052,0.0,25.25
67,195.917,204.984,223.337,0.0,22.697
68,522.199,522.841,522.446,0.0,11.553
69,260.93,261.418,261.15,0.0,19.37
70,104.571,123.519,153.741,30.716,41.542
71,91.562,108.444,134.616,0.0,30.117
72,227.708,249.387,382.632,0.0,13.485
73,228.139,249.227,382.74,0.0,13.514
74,254.747,260.866,261.385,0.0,13.558
75,506.192,523.007,522.331,0.0,11.697
76,261.031,274.61,298.9,0.0,12.346
77,261.239,274.131,297.213,0.0,12.439
78,307.596,322.333,349.849,0.0,14.685
79,104.433,104.44,104.415,0.0,33.687
80,307.627,322.726,349.921,56.967,36.314
81,275.461,292.828,323.705,0.0,22.65
82,668.152,731.48,809.215,39.549,48.395
83,668.172,730.899,808.177,39.64,46.779
84,192.155,191.667,192.09,0.0,19.114
85,191.835,191.853,192.221,0.0,19.095
86,192.033,192.124,191.724,0.0,19.015
87,496.041,496.34,494.724,0.0,27.613
88,324.005,324.322,324.085,79.066,67.175
89,323.913,324.179,323.319,87.712,76.353
90,324.27,323.23,323.247,17.544,44.064
91,323.256,323.421,324.019,87.794,77.656
92,496.403,496.063,496.364,0.0,9.232
93,497.255,494.844,495.419,0.0,10.524
94,383.376,384.145,382.592,74.83,60.691
95,343.268,365.563,382.817,74.612,59.306
96,382.874,383.112,382.964,74.795,59.461
97,687.276,730.335,764.714,0.0,28.296
98,384.024,401.592,436.672,0.0,15.871
99,200.035,237.753,298.351,0.0,18.686
100,382.977,383.153,382.626,48.303,51.455
101,384.639,402.449,436.946,0.0,12.733
102,200.1,238.225,298.805,0.0,22.284
103,375.665,402.282,437.984,0.0,17.814
104,334.6,366.081,382.542,21.972,39.954
105,333.917,365.808,382.528,22.049,40.207
106,183.092,238.116,298.156,0.0,23.317
107,441.784,473.341,513.44,0.0,20.948
108,375.657,401.966,437.446,0.0,15.574
109,375.27,402.054,437.864,0.0,15.488
110,361.902,391.49,432.238,0.0,18.173
111,382.806,384.288,382.48,0.0,12.644
112,382.354,383.061,383.005,0.0,14.678
113,382.813,382.633,383.035,0.0,17.11
114,402.719,428.545,474.521,0.0,9.124
115,495.428,494.731,495.632,0.0,9.015
116,767.755,765.368,766.575,0.0,11.681
117,764.975,765.743,766.149,0.0,6.426
118,384.552,402.739,436.434,0.0,28.855
119,384.709,401.676,438.4,0.0,28.732
120,382.149,382.936,383.118,0.0,30.39
121,382.656,382.184,382.967,0.0,30.636
122,495.027,494.907,495.567,0.0,14.128
123,447.834,448.315,448.62,0.0,9.877
124,447.582,447.788,448.655,0.0,9.907
125,383.076,382.678,383.1,0.0,21.59
126,383.003,383.388,382.729,0.0,39.354
127,343.462,366.061,382.937,0.0,17.033
128,344.192,365.764,383.307,79.695,70.721
129,382.893,382.089,382.279,0.0,16.252
130,901.379,947.452,1029.828,0.0,7.038
131,383.549,383.382,382.644,52.703,44.407
132,383.487,401.281,436.577,0.0,28.768
133,383.794,401.701,437.1,0.0,31.788
134,384.722,401.791,437.799,0.0,31.594
135,383.059,383.175,383.265,35.133,44.63
136,383.091,383.067,383.335,74.666,62.58
137,382.897,401.863,437.705,100.897,91.954
138,671.268,731.015,808.873,35.106,46.991
139,383.161,382.582,382.874,79.187,65.931
140,384.372,401.708,438.0,70.526,58.16
141,439.522,440.018,440.1,65.982,46.712
142,343.519,365.566,382.654,0.0,14.29
143,383.411,382.608,382.908,0.0,14.035
144,199.886,237.919,298.825,0.0,32.751
145,382.839,382.735,382.83,0.0,31.07
146,382.771,382.252,382.325,0.0,13.971
147,383.974,402.505,436.684,0.0,14.11
148,765.842,764.818,765.091,0.0,6.279
149,765.417,766.699,765.684,0.0,10.042
150,752.802,765.898,765.284,0.0,7.708
151,383.448,382.886,382.824,0.0,36.384
152,343.565,366.008,382.372,74.492,57.045
153,382.936,382.988,383.931,74.634,57.277
154,382.502,383.156,382.875,0.0,26.539
155,1207.808,1203.619,1203.384,0.0,4.156
156,766.458,765.966,766.983,0.0,13.903
157,383.619,383.55,383.042,0.0,17.986
158,382.957,382.341,382.385,0.0,19.895
159,765.894,767.927,766.352,0.0,7.227
160,382.848,383.675,383.208,0.0,27.832
161,382.271,382.719,383.459,70.117,57.929
162,383.588,401.924,437.035,0.0,33.64
163,383.696,401.591,437.051,0.0,31.461
164,384.662,401.333,436.973,0.0,17.402
165,383.713,401.404,438.54,0.0,17.437
166,383.096,401.63,438.087,0.0,24.109
167,383.415,401.889,436.877,0.0,24.132
168,828.619,868.672,942.939,0.0,19.125
169,753.866,764.429,765.757,0.0,6.798
170,191.831,191.586,192.431,0.0,36.382
171,402.656,428.028,474.902,0.0,12.734
172,382.804,383.216,382.645,0.0,15.805
173,376.034,382.591,383.427,0.0,27.736
174,376.091,402.075,438.153,0.0,24.279
175,376.223,401.759,438.565,0.0,22.628
176,183.2,230.283,230.449,8.781,42.411
177,229.969,230.117,230.538,8.75,43.025
178,375.571,402.379,436.543,0.0,23.736
179,183.036,238.632,298.55,0.0,23.392
180,183.001,238.551,298.83,0.0,24.937
181,183.106,238.885,298.774,0.0,25.12
182,183.039,238.381,298.074,21.887,29.462
183,365.573,366.094,366.345,0.0,34.202
184,383.286,382.909,383.622,0.0,15.83
185,383.325,383.008,383.045,0.0,14.789
186,384.108,401.421,437.701,0.0,43.794
187,383.31,402.491,437.367,0.0,35.206
188,382.416,382.397,382.291,0.0,20.148
189,382.005,383.059,383.327,0.0,16.322
190,382.636,382.854,383.664,0.0,16.933
191,764.54,766.87,765.356,0.0,11.466
192,1209.138,1205.907,1207.351,0.0,23.257
193,765.284,766.306,766.073,0.0,26.669
194,365.861,366.372,366.277,0.0,20.876
195,495.632,495.712,495.427,0.0,28.58
196,382.9,383.128,382.789,13.17,32.444
197,191.906,192.083,191.667,0.0,35.458
198,191.871,192.08,192.465,0.0,39.261
199,376.669,384.098,383.264,0.0,18.888
200,378.696,383.213,382.731,0.0,21.393
201,378.081,382.931,382.616,0.0,21.403
202,371.42,383.97,382.585,0.0,24.928
203,372.43,382.736,382.503,0.0,24.942
204,375.87,383.298,382.188,0.0,29.167
205,383.347,382.982,383.012,0.0,33.086
206,382.398,382.395,383.242,0.0,33.567
207,378.546,383.772,383.739,0.0,22.116
208,377.768,382.575,383.104,0.0,21.944
209,383.129,383.251,382.807,0.0,33.013
210,765.64,766.523,766.186,0.0,24.403
211,765.772,766.403,766.176,0.0,24.44
212,384.303,401.958,436.574,0.0,23.517
213,383.729,402.071,437.151,0.0,23.494
214,371.509,382.558,382.981,0.0,26.794
215,372.082,382.718,382.909,0.0,26.714
216,376.131,401.516,437.209,0.0,19.932
217,765.003,765.484,764.986,0.0,10.769
218,766.087,766.685,764.893,0.0,10.862
219,384.494,401.455,437.278,0.0,18.324
220,375.937,402.101,438.142,0.0,24.863
221,375.661,401.369,436.168,0.0,24.927
222,344.249,366.428,403.783,0.0,22.52
223,383.712,402.253,436.919,0.0,25.445
224,1369.198,1393.648,1391.248,0.0,11.703
225,1368.026,1394.116,1392.122,0.0,12.754
226,1393.814,1394.362,1391.439,0.0,16.555
227,1394.775,1391.636,1391.355,0.0,6.94
228,1391.23,1392.819,1391.536,101.114,101.403
229,1391.498,1396.509,1394.356,0.0,26.628
230,1392.091,1394.005,1391.803,100.746,93.958
231,1394.009,1393.048,1392.215,87.891,74.314
232,1392.039,1392.573,1393.284,0.0,18.407
233,1370.606,1392.677,1396.721,101.531,151.857
234,1393.804,1392.146,1396.36,74.599,62.765
235,1329.969,1395.282,1392.209,0.0,38.417
236,1325.641,1396.957,1393.457,8.84,45.752
237,1393.575,1393.266,1391.487,74.677,68.693
238,1392.011,1391.203,1390.717,0.0,40.23
239,1326.025,1396.176,1390.839,0.0,37.003
240,1327.387,1391.595,1390.669,0.0,24.7
241,1328.924,1391.373,1392.091,0.0,21.834
242,1395.032,1393.728,1394.945,0.0,8.222
243,1327.985,1393.62,1393.346,70.435,52.185
244,341.597,342.282,341.598,101.022,92.61
245,341.144,342.088,341.543,100.974,92.168
246,341.51,341.945,342.169,101.173,92.25
247,1390.551,1392.0,1392.403,0.0,37.555
248,1391.83,1394.449,1394.14,0.0,31.966
249,1645.249,1720.446,1866.915,0.0,16.685
250,1639.069,1721.516,1871.694,0.0,23.423
251,1327.119,1391.265,1389.631,0.0,24.318
252,1393.676,1391.244,1393.318,101.058,131.439
253,1393.426,1392.063,1392.805,0.0,31.085
254,1393.235,1391.13,1391.054,0.0,10.01
255,1392.711,1392.718,1392.455,4.402,37.549
256,1394.366,1392.115,1393.013,0.0,25.196
257,1640.188,1721.139,1866.285,0.0,6.239
258,1393.776,1395.431,1392.385,0.0,6.776
259,1392.455,1390.828,1391.567,0.0,8.59
260,1393.402,1390.391,1394.109,0.0,8.382
261,1642.633,1722.548,1863.492,0.0,5.426
262,1639.126,1722.548,1868.855,0.0,6.243
263,1635.788,1719.045,1864.807,0.0,6.51
264,1393.294,1394.376,1393.353,70.702,54.833
265,1394.186,1392.424,1395.507,70.119,54.622
266,1393.475,1391.445,1391.581,0.0,7.713
267,1392.451,1393.19,1397.942,74.939,56.318
268,1392.399,1393.995,1390.318,17.555,42.683
269,530.437,530.965,530.594,65.776,48.181
270,532.765,530.162,531.124,101.28,61.866
271,1391.598,1390.62,1396.385,0.0,18.629
272,351.657,352.304,351.628,8.807,32.297
273,352.046,352.042,351.868,57.357,50.868
274,1395.009,1405.665,1667.465,0.0,13.971
275,1396.341,1409.396,1666.921,0.0,14.091
276,1393.086,1396.26,1392.996,0.0,20.115
277,1396.128,1391.74,1390.485,0.0,8.246
278,341.766,342.616,341.567,92.772,83.49
279,341.79,342.315,341.537,92.228,83.598
280,508.197,508.013,508.046,0.0,19.838
281,507.866,507.212,508.962,0.0,19.863
282,440.463,440.413,439.872,100.985,1325.0
283,439.823,441.554,440.341,13.168,28.143
284,1393.471,1394.421,1394.023,17.589,39.568
285,1392.902,1393.162,1392.444,0.0,9.232
286,1393.572,1390.568,1394.765,0.0,11.014
287,1392.229,1393.648,1397.373,0.0,10.501
288,1288.325,1397.526,1394.137,0.0,9.583
289,1395.08,1392.25,1395.042,0.0,12.486
290,1476.187,1581.988,1716.579,0.0,12.122
291,1393.502,1392.039,1392.535,0.0,10.962
292,68.399,96.533,96.354,101.328,123.425
293,142.695,148.667,148.793,101.17,81.775
294,80.304,113.491,113.574,101.223,117.276
295,80.463,113.553,113.433,100.881,116.802
296,98.612,105.645,105.591,100.739,130.537
297,80.463,113.822,114.073,101.177,119.237
298,80.291,113.554,113.537,100.981,119.242
299,80.385,113.789,113.523,101.1,133.265
300,63.314,71.435,71.302,101.369,210.038
301,34.195,48.39,48.225,101.044,313.885
302,40.295,56.367,56.324,101.085,297.46
303,40.191,56.358,56.228,101.551,295.763
304,63.321,71.365,71.243,101.314,237.299
305,34.235,48.214,48.265,101.435,352.732
306,63.339,71.41,71.283,100.995,246.114
307,275.576,292.853,323.357,101.28,56.431
308,96.697,104.483,104.495,100.761,171.27
309,136.493,162.804,204.24,100.986,90.154
310,171.695,187.274,206.929,101.117,91.266
311,171.822,187.024,206.976,101.004,91.656
312,383.872,401.94,436.888,0.0,44.46
313,1206.372,1205.129,1207.48,0.0,21.446
314,199.961,238.569,298.299,100.845,68.468
315,901.429,945.839,1027.605,0.0,20.872
316,901.09,945.375,1027.298,0.0,21.028
317,375.52,383.257,382.251,100.938,56.563
318,375.934,402.565,437.84,0.0,49.533
319,1210.36,1288.192,1422.467,0.0,26.041
320,344.731,365.098,403.716,101.166,56.715
321,384.079,402.368,438.204,100.809,52.571
322,383.869,402.095,437.311,101.376,52.731
323,68.334,96.536,96.429,100.893,286.264
324,63.244,71.518,71.403,101.089,385.192
325,63.267,71.179,71.44,100.932,385.191
326,40.279,56.365,56.294,101.109,491.949
327,142.775,148.62,148.6,101.186,189.252
328,40.196,56.292,56.344,100.801,495.628
329,80.434,113.394,113.48,101.328,247.66
330,142.683,148.686,148.956,101.062,189.514
331,40.183,56.301,56.232,101.549,505.535
332,80.376,113.633,113.605,100.944,251.165
333,126.659,143.789,143.657,100.791,200.689
334,142.828,148.38,148.587,101.419,193.578
335,90.376,128.518,128.378,101.118,225.256
336,80.4,113.636,113.553,100.937,257.044
337,90.541,128.547,128.583,101.205,226.888
338,128.728,159.636,159.638,100.8,183.343
339,53.177,60.269,60.221,100.82,484.155
340,61.284,68.312,68.346,100.611,427.671
341,62.291,77.557,77.266,100.9,381.646
342,62.207,77.467,77.239,100.621,385.617
343,80.515,80.581,80.508,100.824,370.99
344,34.199,48.157,48.144,101.128,622.25
345,34.292,48.202,48.218,101.133,629.234
346,34.154,48.24,48.33,101.013,627.874
347,63.34,71.296,71.333,101.049,426.814
348,75.407,93.428,93.467,100.723,325.451
349,63.317,71.473,71.32,101.107,427.766
350,63.311,71.418,71.411,101.793,428.286
351,63.254,71.432,71.361,101.126,428.807
352,63.245,71.32,71.319,101.544,433.303
353,251.096,251.749,252.088,0.0,4.263
354,170.894,170.556,170.915,0.0,6.263
355,126.487,126.638,126.589,0.0,16.706
356,126.72,126.661,126.639,0.0,16.494
357,126.708,126.741,126.767,0.0,16.112
358,120.446,120.455,120.719,0.0,16.518
359,250.736,251.328,251.15,0.0,6.616
360,250.851,250.942,251.343,0.0,6.661
361,50.251,50.248,50.291,0.0,20.333
362,63.353,63.296,63.214,0.0,16.354
363,126.559,126.68,126.522,0.0,8.292
364,126.56,126.544,126.956,0.0,9.045
365,127.085,126.941,126.599,0.0,8.998
366,126.515,126.597,126.599,0.0,9.921
367,126.778,126.83,127.182,0.0,9.799
368,63.378,63.326,63.348,0.0,19.497
369,126.611,126.827,126.671,0.0,9.816
370,452.981,452.113,452.283,0.0,22.207
371,126.613,126.523,126.572,0.0,10.506
372,126.597,126.487,126.664,0.0,10.473
373,126.506,126.736,126.507,0.0,10.471
374,126.641,126.494,126.999,0.0,10.526
375,452.161,451.889,452.99,0.0,8.105
376,452.245,451.794,452.536,0.0,8.169
377,361.605,361.899,361.644,0.0,32.781
378,361.573,361.981,361.918,0.0,33.286
379,126.683,126.777,126.514,0.0,13.123
380,120.64,120.669,120.517,0.0,12.882
381,120.588,120.956,120.561,0.0,12.836
382,80.473,80.425,80.484,48.237,50.973
383,361.808,361.923,361.418,0.0,23.404
384,361.468,362.36,361.886,0.0,23.504
385,120.646,120.551,120.457,0.0,16.229
386,126.727,126.49,126.792,0.0,15.362
387,170.755,171.012,170.817,0.0,16.405
388,126.741,126.529,126.813,0.0,21.87
389,126.524,126.795,126.636,0.0,21.841
390,63.311,63.271,63.308,0.0,31.05
391,63.361,63.26,63.245,0.0,30.753
392,63.394,63.178,63.251,0.0,30.89
393,170.664,170.961,170.655,0.0,12.038
394,170.674,170.809,170.832,0.0,12.104
395,170.773,170.831,170.974,0.0,13.193
396,170.929,170.595,170.509,0.0,13.377
397,126.518,126.716,126.671,0.0,17.712
398,126.588,126.762,126.557,0.0,18.749
399,126.536,126.924,126.905,0.0,18.729
400,126.777,126.591,126.467,0.0,18.817
401,451.712,452.535,452.637,0.0,31.432
402,451.713,452.224,453.364,0.0,31.912
403,63.401,63.454,63.328,4.386,45.24
404,63.248,63.357,63.452,0.0,42.437
405,126.613,126.635,126.632,0.0,20.15
406,126.666,126.407,126.583,0.0,20.212
407,170.817,170.836,170.807,0.0,14.908
408,452.245,452.122,453.425,0.0,9.702
409,170.956,170.679,171.013,0.0,18.204
410,170.789,171.12,171.075,0.0,18.233
411,250.846,251.531,251.392,0.0,30.8
412,251.25,251.226,252.006,0.0,30.771
413,63.366,63.309,63.534,101.039,52.089
414,126.603,126.739,126.714,0.0,27.92
415,452.989,452.294,453.63,0.0,25.176
416,453.008,452.986,452.997,0.0,25.19
417,140.682,140.784,141.016,0.0,23.392
418,170.859,171.02,170.652,0.0,21.395
419,171.104,170.773,170.842,0.0,21.385
420,452.477,452.632,454.089,0.0,9.206
421,451.895,451.818,451.93,0.0,9.162
422,126.573,127.023,126.599,0.0,28.488
423,126.707,126.664,126.72,0.0,28.336
424,63.281,63.369,63.4,101.383,56.577
425,63.4,63.359,63.378,101.432,56.764
426,170.877,170.936,170.776,0.0,22.268
427,170.668,170.674,171.221,0.0,22.009
428,170.598,170.608,170.645,0.0,22.039
429,170.778,171.177,171.019,0.0,22.061
430,171.115,170.511,171.029,0.0,22.194
431,170.954,171.112,171.192,0.0,22.784
432,170.928,170.521,170.543,0.0,22.874
433,170.891,170.581,170.426,0.0,22.892
434,126.596,126.623,126.747,0.0,31.876
435,170.585,170.813,171.041,0.0,23.633
436,126.671,126.805,126.692,0.0,31.615
437,120.55,120.56,120.634,0.0,35.607
438,126.633,126.618,126.795,0.0,33.236
439,452.152,452.467,452.213,0.0,25.484
440,453.521,452.747,451.697,0.0,25.464
441,170.757,171.137,170.699,0.0,25.687
442,170.851,170.734,170.888,0.0,25.697
443,126.537,126.417,126.499,0.0,34.288
444,63.318,63.319,63.253,100.96,68.093
445,63.285,63.369,63.332,100.854,67.638
446,126.496,126.488,126.488,0.0,34.292
447,451.677,452.101,451.321,0.0,35.388
448,452.043,451.907,452.762,0.0,27.154
449,170.841,170.727,170.872,0.0,32.507
450,170.636,170.969,170.752,0.0,26.298
451,126.602,126.686,126.709,0.0,35.529
452,126.635,126.921,126.792,0.0,35.406
453,126.62,126.664,126.808,0.0,35.421
454,452.622,452.017,452.456,0.0,14.219
455,451.861,452.247,451.93,0.0,14.162
456,126.511,126.718,126.648,0.0,36.678
457,126.425,126.687,126.59,0.0,36.808
458,126.805,126.603,126.82,0.0,36.97
459,170.698,170.862,170.832,0.0,27.37
460,120.692,120.471,120.699,0.0,39.087
461,120.568,120.605,120.631,0.0,38.913
462,126.586,126.574,126.391,0.0,40.521
463,171.339,170.926,170.61,0.0,29.302
464,126.682,126.741,126.637,0.0,40.02
465,120.71,120.586,120.631,0.0,42.342
466,126.761,126.877,126.793,0.0,40.564
467,171.066,170.74,170.827,0.0,29.534
468,120.617,120.798,120.648,0.0,41.676
469,120.691,120.451,120.694,0.0,41.49
470,120.657,120.446,120.494,0.0,41.772
471,126.523,126.948,126.655,0.0,39.613
472,452.218,451.525,451.688,13.177,43.909
473,453.322,452.597,454.38,70.107,58.181
474,452.414,452.498,453.008,70.336,56.657
475,451.348,452.354,452.141,0.0,19.112
476,126.899,126.755,126.415,74.627,54.947
477,170.842,170.868,170.84,0.0,33.85
478,126.545,126.628,126.861,0.0,46.296
479,170.864,170.881,171.142,0.0,33.807
480,170.927,170.829,170.814,0.0,32.984
481,120.397,120.4,120.545,0.0,46.5
482,120.632,120.672,120.531,0.0,46.636
483,170.87,171.261,170.619,0.0,33.073
484,170.614,170.616,170.611,0.0,33.762
485,170.931,170.927,170.843,0.0,33.584
486,170.787,170.883,170.928,0.0,33.484
487,452.894,453.193,452.311,61.664,47.749
488,453.271,452.209,452.303,61.323,47.348
489,126.837,126.788,126.664,0.0,45.908
490,170.778,170.995,171.043,0.0,34.025
491,171.003,171.155,170.862,0.0,34.66
492,171.074,170.944,170.921,0.0,34.678
493,171.013,170.673,170.826,0.0,34.665
494,171.167,170.699,170.714,0.0,34.599
495,170.943,170.466,171.166,0.0,35.131
496,170.945,171.378,170.883,0.0,35.266
497,170.86,170.901,170.947,0.0,35.937
498,126.536,126.706,126.529,0.0,48.805
499,126.432,126.622,126.517,22.005,50.299
500,126.764,126.694,126.596,21.956,50.576
501,63.373,63.262,63.377,100.955,99.675
502,63.43,63.399,63.232,101.149,101.625
503,63.276,63.334,63.295,100.751,101.374
504,126.952,126.627,126.621,101.128,51.483
505,126.743,126.623,126.682,101.112,51.7
506,126.681,126.627,126.651,100.912,52.854
507,126.576,126.51,126.584,100.857,53.22
508,126.691,126.818,126.602,100.522,53.279
509,170.88,170.861,170.8,0.0,40.466
510,170.507,170.976,170.731,0.0,40.475
511,170.848,170.763,170.502,0.0,40.785
512,170.816,170.979,170.511,0.0,40.499
513,452.967,452.811,452.026,0.0,35.943
514,170.61,170.675,170.795,0.0,43.14
515,170.984,171.007,170.869,0.0,43.514
516,126.679,126.515,126.423,101.404,59.194
517,126.701,126.378,126.618,100.906,59.19
518,170.936,171.004,170.84,0.0,45.234
519,170.749,170.951,170.673,0.0,45.408
520,171.083,171.103,170.939,0.0,44.657
521,120.483,120.748,120.641,100.85,64.017
522,120.523,120.766,120.663,100.821,63.734
523,170.77,170.665,171.343,0.0,45.491
524,170.878,171.144,170.651,0.0,45.385
525,170.785,171.269,170.852,0.0,45.463
526,451.68,453.409,452.073,0.0,28.517
527,452.506,452.128,452.01,0.0,28.886
528,453.184,451.627,452.773,0.0,28.463
529,126.664,126.484,126.534,100.945,63.054
530,126.583,126.549,127.132,100.884,62.65
531,126.685,126.707,126.817,100.971,63.713
532,126.518,126.677,126.839,101.153,63.803
533,170.807,170.744,170.779,61.527,50.527
534,170.67,171.009,170.893,65.632,50.634
535,170.669,171.041,170.57,0.0,48.882
536,171.073,171.161,171.474,0.0,49.136
537,170.906,170.677,171.011,0.0,49.055
538,171.115,170.699,171.054,0.0,49.499
539,170.764,170.759,170.981,0.0,49.628
540,170.929,170.981,170.924,0.0,49.56
541,170.77,170.992,170.995,100.734,55.728
542,170.744,171.299,170.663,101.483,55.874
543,170.67,170.668,171.349,101.077,53.721
544,170.592,171.2,170.9,100.986,53.306
545,171.09,170.891,171.167,101.407,53.873
546,170.744,170.597,170.657,101.098,55.17
547,171.282,170.669,171.195,101.314,55.123
548,170.835,170.784,170.869,100.688,77.571
549,171.258,170.743,170.675,101.114,58.064
550,170.987,170.778,170.741,101.129,58.151
551,171.02,170.868,170.523,101.081,58.177
552,170.907,171.108,170.629,101.133,60.294
553,170.998,171.109,170.882,100.818,60.487
554,170.721,170.665,170.767,100.701,62.558
555,171.407,171.122,170.912,100.868,62.529
556,170.818,170.921,171.103,101.182,62.675
557,170.824,170.872,171.054,101.488,62.673
