index,Life Assessment,Total_Indicator
138,0.008,0.008
139,0.048,0.048
140,0.153,0.153
141,0.139,0.139
142,0.012,0.012
143,0.149,0.149
144,0.02,0.02
145,0.123,0.123
146,0.111,0.111
147,0.155,0.155
148,0.015,0.015
149,0.018,0.018
150,0.178,0.178
151,0.109,0.109
152,0.009,0.009
153,0.165,0.165
154,0.019,0.019
155,0.183,0.183
156,0.037,0.037
157,0.062,0.062
158,0.014,0.014
159,0.168,0.168
160,0.019,0.019
161,0.017,0.017
162,0.007,0.007
163,0.145,0.145
164,0.043,0.043
165,0.006,0.006
166,0.163,0.163
167,0.113,0.113
168,0.026,0.026
169,0.182,0.182
170,0.148,0.148
171,0.022,0.022
172,0.018,0.018
173,0.021,0.021
174,0.036,0.036
175,0.027,0.027
176,0.023,0.023
177,0.032,0.032
178,0.194,0.194
179,0.188,0.188
180,0.187,0.187
181,0.003,0.003
182,0.016,0.016
183,0.006,0.006
184,0.038,0.038
185,0.025,0.025
186,0.022,0.022
187,0.102,0.102
188,0.028,0.028
189,0.11,0.11
190,0.018,0.018
191,0.029,0.029
192,0.175,0.175
193,0.019,0.019
194,0.03,0.03
195,0.02,0.02
196,0.047,0.047
197,0.024,0.024
198,0.166,0.166
199,0.023,0.023
200,0.005,0.005
201,0.042,0.042
202,0.204,0.204
203,0.025,0.025
204,0.01,0.01
205,0.104,0.104
206,0.166,0.166
207,0.163,0.163
208,0.198,0.198
209,0.035,0.035
210,0.117,0.117
211,0.168,0.168
212,0.143,0.143
213,0.209,0.209
214,0.031,0.031
215,0.013,0.013
216,0.021,0.021
217,0.031,0.031
218,0.144,0.144
219,0.006,0.006
220,0.036,0.036
221,0.041,0.041
222,0.018,0.018
223,0.211,0.211
224,0.186,0.186
225,0.02,0.02
226,0.008,0.008
227,0.04,0.04
228,0.009,0.009
229,0.017,0.017
230,0.017,0.017
231,0.174,0.174
232,0.195,0.195
233,0.007,0.007
234,0.003,0.003
235,0.15,0.15
236,0.158,0.158
237,0.03,0.03
238,0.021,0.021
239,0.026,0.026
240,0.011,0.011
241,0.137,0.137
242,0.01,0.01
243,0.007,0.007
244,0.025,0.025
245,0.108,0.108
246,0.017,0.017
247,0.038,0.038
248,0.191,0.191
249,0.155,0.155
250,0.034,0.034
251,0.024,0.024
252,0.012,0.012
253,0.014,0.014
254,0.191,0.191
255,0.062,0.062
256,0.117,0.117
257,0.027,0.027
258,0.134,0.134
259,0.148,0.148
260,0.019,0.019
261,0.011,0.011
262,0.008,0.008
263,0.006,0.006
264,0.128,0.128
265,0.029,0.029
266,0.045,0.045
267,0.036,0.036
268,0.125,0.125
269,0.024,0.024
270,0.044,0.044
271,0.109,0.109
272,0.126,0.126
273,0.017,0.017
274,0.018,0.018
275,0.006,0.006
276,0.105,0.105
277,0.011,0.011
278,0.139,0.139
279,0.123,0.123
280,0.018,0.018
281,0.143,0.143
282,0.041,0.041
283,0.006,0.006
284,0.11,0.11
285,0.137,0.137
286,0.154,0.154
287,0.005,0.005
288,0.061,0.061
289,0.007,0.007
290,0.183,0.183
291,0.177,0.177
292,0.005,0.005
293,0.168,0.168
294,0.017,0.017
295,0.017,0.017
296,0.007,0.007
297,0.023,0.023
298,0.005,0.005
299,0.016,0.016
300,0.15,0.15
301,0.128,0.128
302,0.006,0.006
303,0.03,0.03
304,0.018,0.018
305,0.047,0.047
306,0.144,0.144
307,0.131,0.131
308,0.184,0.184
309,0.022,0.022
310,0.014,0.014
311,0.04,0.04
312,0.008,0.008
313,0.007,0.007
314,0.12,0.12
315,0.044,0.044
316,0.106,0.106
317,0.016,0.016
318,0.178,0.178
319,0.036,0.036
320,0.035,0.035
321,0.162,0.162
322,0.021,0.021
323,0.011,0.011
324,0.026,0.026
325,0.005,0.005
326,0.02,0.02
327,0.043,0.043
328,0.011,0.011
329,0.009,0.009
330,0.044,0.044
331,0.02,0.02
332,0.04,0.04
333,0.176,0.176
334,0.23,0.23
335,0.556,0.556
336,0.169,0.169
337,0.013,0.013
338,0.028,0.028
339,0.236,0.236
340,0.013,0.013
341,0.017,0.017
342,0.154,0.154
343,0.193,0.193
344,0.105,0.105
345,0.015,0.015
346,0.011,0.011
347,0.019,0.019
348,0.117,0.117
349,0.127,0.127
350,0.01,0.01
351,0.006,0.006
352,0.037,0.037
353,0.026,0.026
354,0.026,0.026
355,0.208,0.208
356,0.02,0.02
357,0.008,0.008
358,0.134,0.134
359,0.007,0.007
360,0.007,0.007
361,0.017,0.017
362,0.108,0.108
363,0.005,0.005
364,0.116,0.116
365,0.143,0.143
366,0.077,0.077
367,0.112,0.112
368,0.111,0.111
369,0.039,0.039
370,0.063,0.063
371,0.029,0.029
372,0.157,0.157
373,0.121,0.121
374,0.008,0.008
375,0.045,0.045
376,0.169,0.169
377,0.036,0.036
378,0.016,0.016
379,0.012,0.012
380,0.036,0.036
381,0.025,0.025
382,0.009,0.009
383,0.012,0.012
384,0.028,0.028
385,0.022,0.022
386,0.016,0.016
387,0.026,0.026
388,0.22,0.22
389,0.202,0.202
390,0.15,0.15
391,0.215,0.215
392,0.183,0.183
393,0.175,0.175
394,0.18,0.18
395,0.197,0.197
396,0.138,0.138
397,0.132,0.132
398,0.189,0.189
399,0.176,0.176
400,0.136,0.136
401,0.156,0.156
402,0.184,0.184
403,0.231,0.231
404,0.012,0.012
405,0.208,0.208
406,0.141,0.141
407,0.019,0.019
408,0.138,0.138
409,0.03,0.03
410,0.028,0.028
411,0.139,0.139
412,0.022,0.022
413,0.039,0.039
414,0.164,0.164
415,0.038,0.038
416,0.026,0.026
417,0.038,0.038
418,0.063,0.063
419,0.064,0.064
420,0.159,0.159
421,0.17,0.17
422,0.022,0.022
423,0.214,0.214
424,0.127,0.127
425,0.022,0.022
426,0.174,0.174
427,0.022,0.022
428,0.03,0.03
429,0.047,0.047
430,0,0
431,0.002,0.002
432,0.002,0.002
433,0.002,0.002
434,0,0
435,0.002,0.002
436,0.004,0.004
437,0.002,0.002
438,0.002,0.002
439,0.002,0.002
440,0,0
441,0,0
442,0.002,0.002
443,0,0
444,0.002,0.002
445,0.26,0.26
446,0.202,0.202
447,0.211,0.211
448,0.077,0.077
449,0.088,0.088
450,0.087,0.087
451,0.526,0.526
452,0.227,0.227
453,0.272,0.272
454,0.244,0.244
