index,Life Assessment,Total_Indicator
250,0.108,0.108
251,0.091,0.091
252,0.021,0.021
253,0.023,0.023
254,0.282,0.282
255,0.133,0.133
256,0.161,0.161
257,0.095,0.095
258,0.19,0.19
259,0.212,0.212
260,0.031,0.031
261,0.019,0.019
262,0.013,0.013
263,0.01,0.01
264,0.18,0.18
265,0.099,0.099
266,0.126,0.126
267,0.111,0.111
268,0.174,0.174
269,0.078,0.078
270,0.124,0.124
271,0.148,0.148
272,0.175,0.175
273,0.028,0.028
274,0.031,0.031
275,0.011,0.011
276,0.142,0.142
277,0.018,0.018
278,0.198,0.198
279,0.171,0.171
280,0.03,0.03
281,0.204,0.204
282,0.119,0.119
283,0.009,0.009
284,0.15,0.15
285,0.195,0.195
286,0.222,0.222
287,0.009,0.009
288,0.132,0.132
289,0.012,0.012
290,0.269,0.269
291,0.273,0.273
292,0.009,0.009
293,0.245,0.245
294,0.028,0.028
295,0.029,0.029
296,0.012,0.012
297,0.063,0.063
298,0.008,0.008
299,0.027,0.027
300,0.216,0.216
301,0.181,0.181
302,0.009,0.009
303,0.101,0.101
304,0.03,0.03
305,0.13,0.13
306,0.208,0.208
307,0.187,0.187
308,0.296,0.296
309,0.063,0.063
310,0.023,0.023
311,0.118,0.118
312,0.013,0.013
313,0.012,0.012
314,0.167,0.167
315,0.124,0.124
316,0.144,0.144
317,0.027,0.027
318,0.262,0.262
319,0.11,0.11
320,0.109,0.109
321,0.235,0.235
322,0.035,0.035
323,0.019,0.019
324,0.094,0.094
325,0.008,0.008
326,0.034,0.034
327,0.122,0.122
328,0.019,0.019
329,0.015,0.015
330,0.124,0.124
331,0.034,0.034
332,0.117,0.117
333,0.258,0.258
334,0.355,0.355
335,0.556,0.556
336,0.248,0.248
337,0.022,0.022
338,0.098,0.098
339,0.365,0.365
340,0.022,0.022
341,0.028,0.028
342,0.223,0.223
343,0.324,0.324
344,0.143,0.143
345,0.026,0.026
346,0.018,0.018
347,0.032,0.032
348,0.162,0.162
349,0.178,0.178
350,0.017,0.017
351,0.011,0.011
352,0.112,0.112
353,0.094,0.094
354,0.095,0.095
355,0.309,0.309
356,0.034,0.034
357,0.013,0.013
358,0.191,0.191
359,0.012,0.012
360,0.012,0.012
361,0.028,0.028
362,0.147,0.147
363,0.008,0.008
364,0.161,0.161
365,0.206,0.206
366,0.137,0.137
367,0.154,0.154
368,0.153,0.153
369,0.116,0.116
370,0.136,0.136
371,0.098,0.098
372,0.228,0.228
373,0.168,0.168
374,0.014,0.014
375,0.126,0.126
376,0.247,0.247
377,0.111,0.111
378,0.027,0.027
379,0.019,0.019
380,0.111,0.111
381,0.092,0.092
382,0.016,0.016
383,0.021,0.021
384,0.098,0.098
385,0.049,0.049
386,0.027,0.027
387,0.093,0.093
388,0.348,0.348
389,0.3,0.3
390,0.215,0.215
391,0.334,0.334
392,0.27,0.27
393,0.255,0.255
394,0.267,0.267
395,0.293,0.293
396,0.197,0.197
397,0.184,0.184
398,0.277,0.277
399,0.258,0.258
400,0.193,0.193
401,0.225,0.225
402,0.274,0.274
403,0.406,0.406
404,0.02,0.02
405,0.309,0.309
406,0.2,0.2
407,0.032,0.032
408,0.197,0.197
409,0.101,0.101
410,0.096,0.096
411,0.197,0.197
412,0.05,0.05
413,0.116,0.116
414,0.238,0.238
415,0.113,0.113
416,0.068,0.068
417,0.114,0.114
418,0.134,0.134
419,0.135,0.135
420,0.232,0.232
421,0.247,0.247
422,0.036,0.036
423,0.336,0.336
424,0.177,0.177
425,0.036,0.036
426,0.254,0.254
427,0.037,0.037
428,0.1,0.1
429,0.129,0.129
430,0,0
431,0.002,0.002
432,0.002,0.002
433,0.002,0.002
434,0,0
435,0.002,0.002
436,0.004,0.004
437,0.002,0.002
438,0.002,0.002
439,0.002,0.002
440,0,0
441,0,0
442,0.002,0.002
443,0,0
444,0.002,0.002
445,0.358,0.358
446,0.258,0.258
447,0.273,0.273
448,0.079,0.079
449,0.096,0.096
450,0.095,0.095
451,0.591,0.591
452,0.317,0.317
453,0.428,0.428
454,0.36,0.36
