index,Life Assessment,Total_Indicator
448,0.111,0.111
449,0.028,0.028
450,0.028,0.028
451,0.036,0.036
452,0.036,0.036
453,0.036,0.036
454,0.035,0.035
455,0.035,0.035
456,0.037,0.037
457,0.037,0.037
458,0.037,0.037
459,0.039,0.039
460,0.039,0.039
461,0.141,0.141
462,0.29,0.29
463,0.287,0.287
464,0.112,0.112
465,0.112,0.112
466,0.04,0.04
467,0.04,0.04
468,0.284,0.284
469,0.267,0.267
470,0.267,0.267
471,0.283,0.283
472,0.113,0.113
473,0.112,0.112
474,0.036,0.036
475,0.036,0.036
476,0.026,0.026
477,0.025,0.025
478,0.025,0.025
479,0.112,0.112
480,0.112,0.112
481,0.024,0.024
482,0.041,0.041
483,0.024,0.024
484,0.035,0.035
485,0.035,0.035
486,0.035,0.035
487,0.181,0.181
488,0.181,0.181
489,0.181,0.181
490,0.167,0.167
491,0.169,0.169
492,0.039,0.039
493,0.025,0.025
494,0.025,0.025
495,0.025,0.025
496,0.026,0.026
497,0.114,0.114
498,0.227,0.227
499,0.171,0.171
500,0.372,0.372
501,0.29,0.29
502,0.037,0.037
503,0.026,0.026
504,0.037,0.037
505,0.036,0.036
506,0.023,0.023
507,0.023,0.023
508,0.035,0.035
509,0.039,0.039
510,0.039,0.039
511,0.039,0.039
512,0.255,0.255
513,0.255,0.255
514,0.024,0.024
515,0.035,0.035
516,0.038,0.038
517,0.039,0.039
518,0.039,0.039
519,0.039,0.039
520,0.035,0.035
521,0.035,0.035
522,0.211,0.211
523,0.288,0.288
524,0.024,0.024
525,0.024,0.024
526,0.008,0.008
527,0.27,0.27
528,0.27,0.27
529,0.025,0.025
530,0.025,0.025
531,0.025,0.025
532,0.026,0.026
533,0.026,0.026
534,0.182,0.182
535,0.182,0.182
536,0.036,0.036
537,0.036,0.036
538,0.255,0.255
539,0.068,0.068
540,0.04,0.04
541,0.17,0.17
542,0.17,0.17
543,0.038,0.038
544,0.038,0.038
545,0.04,0.04
546,0.04,0.04
547,0.282,0.282
548,0.036,0.036
549,0.036,0.036
550,0.297,0.297
551,0.228,0.228
552,0.228,0.228
553,0.228,0.228
554,0.027,0.027
555,0.027,0.027
556,0.17,0.17
557,0.171,0.171
558,0.037,0.037
559,0.037,0.037
560,0.036,0.036
561,0.036,0.036
562,0.036,0.036
563,0.037,0.037
564,0.037,0.037
565,0.037,0.037
566,0.038,0.038
567,0.038,0.038
568,0.037,0.037
569,0.037,0.037
570,0.037,0.037
571,0.037,0.037
572,0.037,0.037
573,0.036,0.036
574,0.036,0.036
575,0.039,0.039
576,0.035,0.035
577,0.035,0.035
578,0.038,0.038
579,0.038,0.038
580,0.037,0.037
581,0.037,0.037
582,0.037,0.037
583,0.037,0.037
584,0.034,0.034
585,0.034,0.034
586,0.037,0.037
587,0.037,0.037
588,0.114,0.114
589,0.257,0.257
590,0.034,0.034
591,0.034,0.034
592,0.035,0.035
