index,Life Assessment,Total_Indicator
448,0.111,0.111
449,0.028,0.028
450,0.028,0.028
451,0.036,0.036
452,0.036,0.036
453,0.036,0.036
454,0.036,0.036
455,0.035,0.035
456,0.039,0.039
457,0.039,0.039
458,0.039,0.039
459,0.123,0.123
460,0.123,0.123
461,0.142,0.142
462,0.297,0.297
463,0.293,0.293
464,0.114,0.114
465,0.114,0.114
466,0.069,0.069
467,0.041,0.041
468,0.288,0.288
469,0.271,0.271
470,0.271,0.271
471,0.287,0.287
472,0.114,0.114
473,0.113,0.113
474,0.036,0.036
475,0.036,0.036
476,0.026,0.026
477,0.026,0.026
478,0.025,0.025
479,0.112,0.112
480,0.112,0.112
481,0.025,0.025
482,0.154,0.154
483,0.025,0.025
484,0.036,0.036
485,0.036,0.036
486,0.036,0.036
487,0.24,0.24
488,0.24,0.24
489,0.24,0.24
490,0.226,0.226
491,0.228,0.228
492,0.041,0.041
493,0.025,0.025
494,0.025,0.025
495,0.025,0.025
496,0.026,0.026
497,0.115,0.115
498,0.256,0.256
499,0.256,0.256
500,0.375,0.375
501,0.294,0.294
502,0.038,0.038
503,0.028,0.028
504,0.038,0.038
505,0.038,0.038
506,0.024,0.024
507,0.024,0.024
508,0.036,0.036
509,0.039,0.039
510,0.039,0.039
511,0.039,0.039
512,0.257,0.257
513,0.257,0.257
514,0.024,0.024
515,0.035,0.035
516,0.123,0.123
517,0.068,0.068
518,0.068,0.068
519,0.068,0.068
520,0.035,0.035
521,0.035,0.035
522,0.298,0.298
523,0.293,0.293
524,0.025,0.025
525,0.024,0.024
526,0.008,0.008
527,0.275,0.275
528,0.274,0.274
529,0.026,0.026
530,0.026,0.026
531,0.025,0.025
532,0.026,0.026
533,0.026,0.026
534,0.24,0.24
535,0.239,0.239
536,0.036,0.036
537,0.036,0.036
538,0.258,0.258
539,0.18,0.18
540,0.18,0.18
541,0.256,0.256
542,0.257,0.257
543,0.038,0.038
544,0.038,0.038
545,0.153,0.153
546,0.153,0.153
547,0.285,0.285
548,0.036,0.036
549,0.036,0.036
550,0.3,0.3
551,0.23,0.23
552,0.23,0.23
553,0.23,0.23
554,0.028,0.028
555,0.028,0.028
556,0.284,0.284
557,0.285,0.285
558,0.037,0.037
559,0.037,0.037
560,0.037,0.037
561,0.037,0.037
562,0.037,0.037
563,0.037,0.037
564,0.037,0.037
565,0.037,0.037
566,0.038,0.038
567,0.038,0.038
568,0.038,0.038
569,0.038,0.038
570,0.037,0.037
571,0.038,0.038
572,0.038,0.038
573,0.037,0.037
574,0.037,0.037
575,0.04,0.04
576,0.035,0.035
577,0.035,0.035
578,0.039,0.039
579,0.039,0.039
580,0.038,0.038
581,0.038,0.038
582,0.037,0.037
583,0.037,0.037
584,0.035,0.035
585,0.035,0.035
586,0.038,0.038
587,0.038,0.038
588,0.198,0.198
589,0.258,0.258
590,0.035,0.035
591,0.035,0.035
592,0.035,0.035
