index,Life Assessment,Total_Indicator
450,0.036,0.036
451,0.026,0.026
452,0.026,0.026
453,0.026,0.026
454,0.126,0.126
455,0.126,0.126
456,0.027,0.027
457,0.027,0.027
458,0.027,0.027
459,0.037,0.037
460,0.026,0.026
461,0.026,0.026
462,0.025,0.025
463,0.035,0.035
464,0.024,0.024
465,0.193,0.193
466,0.195,0.195
467,0.04,0.04
468,0.204,0.204
469,0.215,0.215
470,0.204,0.204
471,0.205,0.205
472,0.114,0.114
473,0.115,0.115
474,0.115,0.115
475,0.11,0.11
476,0.027,0.027
477,0.037,0.037
478,0.026,0.026
479,0.037,0.037
480,0.04,0.04
481,0.026,0.026
482,0.026,0.026
483,0.038,0.038
484,0.041,0.041
485,0.041,0.041
486,0.041,0.041
487,0.11,0.11
488,0.11,0.11
489,0.025,0.025
490,0.036,0.036
491,0.074,0.074
492,0.039,0.039
493,0.039,0.039
494,0.039,0.039
495,0.036,0.036
496,0.036,0.036
497,0.036,0.036
498,0.026,0.026
499,0.025,0.025
500,0.025,0.025
501,0.008,0.008
502,0.006,0.006
503,0.006,0.006
504,0.028,0.028
505,0.028,0.028
506,0.024,0.024
507,0.024,0.024
508,0.024,0.024
509,0.035,0.035
510,0.035,0.035
511,0.037,0.037
512,0.037,0.037
513,0.112,0.112
514,0.035,0.035
515,0.035,0.035
516,0.024,0.024
517,0.024,0.024
518,0.038,0.038
519,0.038,0.038
520,0.034,0.034
521,0.021,0.021
522,0.021,0.021
523,0.035,0.035
524,0.035,0.035
525,0.229,0.229
526,0.111,0.111
527,0.111,0.111
528,0.111,0.111
529,0.024,0.024
530,0.024,0.024
531,0.023,0.023
532,0.023,0.023
533,0.041,0.041
534,0.041,0.041
535,0.041,0.041
536,0.041,0.041
537,0.041,0.041
538,0.04,0.04
539,0.04,0.04
540,0.04,0.04
541,0.04,0.04
542,0.04,0.04
543,0.037,0.037
544,0.037,0.037
545,0.037,0.037
546,0.039,0.039
547,0.039,0.039
548,0.037,0.037
549,0.035,0.035
550,0.035,0.035
551,0.04,0.04
552,0.038,0.038
553,0.038,0.038
554,0.036,0.036
555,0.036,0.036
556,0.035,0.035
557,0.035,0.035
