Support_ID,H1_KPI_weighted_power,H2_Criticity,H3_Condition,H4_Risk
RR3NV07V//59-11,6.551,5.441,3.452,4.466
RR4ATDQC//59-10,6.538,5.456,2.74,4.11
RR4MSGN9//59-9,6.541,5.433,2.735,4.114
RR5H9AOR//59-8,6.55,5.454,3.08,4.28
RR5OPPNV//60,7.646,6.307,2.735,4.544
RR6FFC1D//59-7,6.545,5.443,2.74,4.101
RR6GW843//59-7-1-CT,4.364,3.709,2.736,3.227
RR7L3RTG//59-6,6.54,5.436,3.091,4.265
RR8NQHGC//59-5,6.549,5.449,2.729,4.115
RR9JO7KN//59-4,6.543,5.442,2.729,4.093
RR9L73WC//59,7.644,6.339,3.096,4.714
RR9U6EJ3//59-1,6.535,5.45,2.733,4.115
RRAB59FH//59-3-A1,5.46,4.564,2.743,3.671
RRAPCNEN//59-3,6.56,5.44,3.095,4.297
RRAVC7SP//59-3-B1,5.468,4.571,0.963,2.774
RRBTI956//59-2,6.555,5.44,3.076,4.294
RRDA61MW//58,7.66,6.313,3.085,4.701
RRH7CSX5//57,7.63,6.314,2.738,4.555
RRKD4KI7//56,7.64,6.319,3.089,4.732
RRNHDFXP//55,7.642,6.32,3.08,4.728
RRQJE09U//54,7.637,6.323,2.731,4.534
RRRUAJIN//53,7.631,6.33,3.093,4.72
RRTA6V0M//52,7.635,6.319,3.463,4.912
RRULSVBA//51,7.649,6.35,3.083,4.714
RRVUH5EV//50,7.677,6.309,4.522,5.447
RRXRKN1Q//49,7.66,6.326,3.089,4.739
RS1HX76K//48,7.673,6.329,2.738,4.534
RS29E92M//47,7.655,6.33,3.098,4.726
RS30TAWM//46,7.667,6.337,2.738,4.549
RS40I8FR//45,7.673,6.323,2.743,4.55
RS53WD64//44,7.663,6.326,2.729,4.558
RT82CO7C//D34-3,6.575,5.464,2.745,4.096
RT8L2QFF//D34-2,6.565,5.458,2.73,4.124
RT9A9GXW//D34-1,6.583,5.474,2.725,4.099
RTIES7OX//D31-1-CT,5.484,4.589,2.763,3.665
RVWXPSPU//D6-1-CT,5.503,4.598,2.742,3.678
SR2JKGWT/80,7.714,6.362,2.399,4.406
SR31ARAI//74-5,6.548,5.427,3.092,4.29
S5OHC14B//D8,7.305,6.038,0.963,3.512
S5OKBRG7//D7,7.373,6.093,2.381,4.257
S5ONBJQT//D6,7.46,6.169,2.375,4.292
S5OQBC3W//D5,7.507,6.196,2.378,4.326
S5OSJNC8//D4,7.576,6.254,2.382,4.347
S5OVJFN8//D3,7.64,6.31,2.383,4.356
S5OWAURA//D2X2,5.901,4.897,1.312,3.141
S5P2246G//D1,7.785,6.415,2.392,4.41
S5PE16WJ//D2,7.705,6.37,1.317,3.891
S5PFI312//D2X1,5.881,4.904,1.316,3.132
S5QI6POO//D9,7.249,5.992,0.962,3.495
S5S3B69E//D10,7.18,5.943,0.959,3.466
S5TGG2EI//D11,7.111,5.886,0.962,3.456
S5VC2NN1//D12,7.028,5.845,2.383,4.122
S5WXFFCR//D13,6.969,5.776,0.962,3.398
S61G0G0W//D14,6.923,5.727,0.965,3.365
S62DF24C//D15,6.846,5.672,1.317,3.51
S62H68M6//D18-5CT,6.959,5.765,2.733,4.273
S63NK5H8//D18-4,6.951,5.762,2.738,4.268
S644J141//D16,6.78,5.627,1.319,3.471
S651XKPV//D18-3,6.957,5.77,3.088,4.443
S66F4H2C//D18-2,6.958,5.77,2.719,4.252
S68C80M4//D18-1,6.948,5.758,2.728,4.268
S68L7B9D//D18,6.643,5.511,2.383,3.965
S68WEX0Q//D18-1-1CT,6.097,5.065,1.32,3.221
S69FM59I//D17,6.716,5.559,0.962,3.292
S6B014RF//D19,6.586,5.466,0.959,3.237
S6DKBCST//D20,6.516,5.426,0.962,3.2
S6GW2MLG//D21,6.453,5.349,0.96,3.194
S6JOCF2T//D22,6.377,5.293,0.97,3.151
S6MND6XT//D23,6.31,5.25,0.96,3.115
S6POMA23//D24,6.253,5.195,0.964,3.087
S6TMKI7P//D25,6.18,5.151,2.374,3.778
S6WGD6QK//D26,6.108,5.087,0.968,3.056
S6X7S4UK//189-15-CT,5.948,4.967,2.742,3.878
S6XPQQ6E//189-14,6.811,5.653,2.749,4.205
S7058P58//189-13,6.82,5.639,2.727,4.185
S70SFJ8S//D27,6.038,5.04,2.383,3.717
S71467HF//189-12,6.821,5.645,4.512,5.088
S71G5AC8//189-11,6.803,5.646,2.745,4.197
S73NP0J2//189-10,6.792,5.653,2.734,4.201
S74SM4JO//D28,5.98,4.979,0.962,2.995
S75OJP8F//189-9,6.801,5.637,2.724,4.194
S77KVV12//D29,5.913,4.935,0.962,2.969
S78157MX//189-8,6.803,5.657,2.72,4.215
S783DILX//189-6-1-CT,5.099,4.29,2.739,3.505
S7AAX8X3//189-7,6.804,5.647,2.735,4.207
S7AKO0K3//189-6,6.812,5.66,2.736,4.197
S7ALFFNX//189-7-1,5.947,4.96,2.735,3.861
S7ATNEM5//D30,5.859,4.88,0.963,2.938
S7BSKRFB//189-5,6.802,5.645,3.085,4.39
S7CKR95N//D59-3-11,6.044,5.039,2.74,3.904
S7CN1LDA//189-4,6.819,5.644,3.079,4.373
S7CT14OH//D59-3-10-1-CT,4.326,3.661,2.731,3.206
S7CWQBXF//D59-3-10,6.051,5.035,2.748,3.898
S7DAPFTG//189-3,6.802,5.647,1.313,3.505
S7DXW5GE//D59-3-9,6.055,5.041,2.735,3.902
S7EULF2I//D31,5.776,4.829,0.96,2.91
S7FUA7XL//D59-3-8,6.067,5.047,2.743,3.897
S7I8CKKC//D59-3-7,6.041,5.043,3.077,4.078
S7K3X81U//D59-3-6,6.052,5.041,2.74,3.92
S7K8FV77//D59,3.918,3.34,2.38,2.853
S7KO6AMP//D32,5.725,4.771,0.959,2.878
S7LWSE9U//D59-3-5-2-CT,4.329,3.657,2.726,3.219
S7M72A6O//D59-3-3,6.043,5.044,2.731,3.922
S7MARHA0//D59-3-5,6.048,5.048,2.737,3.924
S7MBIWHE//D59-3-3-1-CT,4.325,3.664,2.731,3.204
S7ML9NUP//D59-3-5-1,5.185,4.343,2.748,3.552
S7N5XQHB//D59-3-2,6.037,5.04,2.741,3.92
S7NGG35B//D33,5.64,4.723,0.96,2.854
S7NHWU4V//D58,3.986,3.397,0.959,2.187
S7NTVW28//D59-3-4,6.042,5.041,2.738,3.902
S7OJ4NLW//D57,4.053,3.444,2.374,2.937
S7OPTMG9//D59-1,6.909,5.747,0.96,3.367
S7PI254F//D59-3-1,6.07,5.037,2.735,3.92
S7Q6HER3//D59-2,6.915,5.735,2.731,4.279
S7R0WCF7//D34,5.594,4.668,0.963,2.827
S7R36JTR//D59-3,6.932,5.747,2.744,4.259
S7RO508P//D56,4.115,3.502,0.96,2.237
S7S2TH5D//D59-4,6.903,5.736,2.741,4.248
S7T5I6LW//D59-5,6.91,5.736,2.743,4.249
S7TF8XFQ//D55,4.184,3.547,1.313,2.438
S7UGEPQA//D59-5-1,6.057,5.031,2.738,3.899
S7UK5WW1//D59-6,6.916,5.744,3.081,4.453
S7URMHAB//D35,5.517,4.607,2.384,3.513
S7VJ3F5T//D59-7,6.919,5.732,3.094,4.437
S7VJ3FC1//D59-5-2,6.052,5.045,2.74,3.922
S7WF15FQ//D59-5-3,6.061,5.037,2.73,3.911
S7WIQCFE//D59-8,6.903,5.734,2.735,4.254
S7XG6WWF//D59-5-4-CT,5.19,4.349,2.734,3.551
S7XMVW0M//D59-9,6.919,5.741,3.089,4.446
S8005LC0//D54,4.253,3.605,2.387,3.0
S806545G//D59-10,6.903,5.728,3.095,4.41
S8065866//D36,5.449,4.558,0.961,2.763
S814B5B6//D59-11,6.905,5.721,3.112,4.443
S81H1N5Q//D59-12-1-CT,5.191,4.338,2.73,3.552
S81W0I6H//D59-12,6.905,5.73,1.315,3.534
S82CXD65//D59-13,6.913,5.733,2.749,4.237
S83RL7FF//D53,4.322,3.653,2.381,3.015
S841T57R//D37,5.384,4.511,2.376,3.455
S84734ES//D59-14,6.909,5.735,3.092,4.427
S84736GE//D52,4.386,3.716,0.959,2.356
S84J2977//D53-1,6.931,5.735,1.313,3.547
S84NIXJ3//D38,5.302,4.46,0.961,2.741
S84NIXPC//D37-1,6.929,5.742,1.314,3.562
S84S1M0G//D37-1-1,6.067,5.054,3.085,4.09
S84WIA2F//D39,5.249,4.395,0.966,2.692
S8530W8B//D40,5.184,4.349,2.38,3.382
S853QBGQ//D53-2,6.932,5.732,2.722,4.255
S856Q41I//D51,4.452,3.76,0.962,2.361
S859PVF1//D42-2-CT,6.056,5.049,2.734,3.917
S85AHD29//D37-1-3CT,6.07,5.06,2.732,3.907
S85GGRDN//D59-15,6.907,5.731,2.721,4.256
S85IP4H6//D59-16-1CT,6.04,5.048,1.321,3.229
S85JGM0G//D50,4.516,3.809,0.962,2.413
S85UOAUI//D42-1,6.925,5.741,2.738,4.273
S860FGKE//D53-3,6.92,5.737,2.728,4.257
S8646LTF//D59-16,6.922,5.747,3.083,4.441
S865NLKC//D41,5.127,4.302,0.963,2.633
S86A6896//D53-4,6.905,5.735,2.74,4.278
S86FECA3//D49,4.59,3.869,0.959,2.428
S86G5S8R//D42,5.047,4.241,2.374,3.315
S86JV1D6//D43,4.977,4.186,2.374,3.29
S86ODNJ7//D44,4.923,4.141,0.959,2.557
S86S4VRT//D37-1-X-1,5.2,4.367,3.098,3.723
S86UD7R5//D45,4.856,4.08,0.96,2.526
S86WLITM//D46,4.778,4.023,0.961,2.515
S872CQ0G//D47,4.738,3.976,0.96,2.484
S873TJ4G//D59-17,6.923,5.733,3.093,4.408
S8763X5V//D48,4.646,3.94,0.962,2.452
S87L2SME//D44-1,6.924,5.746,0.964,3.38
S885QRIM//D59-18,6.923,5.736,3.092,4.43
S88D9C3N//D40-1,6.925,5.742,1.317,3.542
S88WOSRW//D44-2-CT,6.061,5.048,2.736,3.907
S89ANS5P//D59-19,6.913,5.738,3.097,4.416
S89RV4VL//D37-2,6.922,5.758,3.094,4.428
S8B6AK5T//D37-3,6.931,5.749,3.093,4.424
S8B71UGX//D59-20,6.91,6.743,3.085,4.931
S8BMQAWE//D40-2,6.918,5.745,0.958,3.366
S8C3P1J7//D59-21,6.91,6.734,3.083,4.911
S8D5METU//D37-4,6.922,5.738,3.081,4.432
S8DICRSO//D59-22,6.92,6.733,1.321,4.041
S8E32U09//D59-26-1-CT,5.184,5.366,2.727,4.074
S8EPIACX//D40-3,6.948,5.741,1.319,3.567
S8EUQ8WK//D59-26,6.919,6.746,2.735,4.764
S8FV6L93//D59-27,6.912,6.735,3.102,4.919
S8GBE6DU//D37-5,6.925,5.745,3.082,4.436
S8GX3TNL//D59-28,6.925,6.753,3.097,4.926
S8HV9UT5//D59-29,6.912,6.732,3.092,4.913
S8I411LT//D37-6,6.936,5.744,2.734,4.258
S8IUWS47//D59-30,6.92,6.756,3.089,4.938
S8IVOEH2//D37-6-1,6.061,5.044,2.742,3.902
S8J1FLEQ//D40-4,6.93,5.751,0.964,3.375
S8JGEGPR//D37-6-2,6.065,5.049,2.731,3.908
S8JQ58J9//D37-7,6.935,5.751,3.083,4.437
S8JQUI4S//D59-31,6.913,6.728,2.728,4.751
S8K73W3V//D59-31-1-CT,5.196,5.359,2.72,4.072
S8KEKHV7//D37-6-3,6.073,5.046,2.742,3.898
S8KLBHKI//D37-8,6.917,5.742,2.734,4.279
S8L1IVBG//D37-6-4-CT,5.208,4.373,2.731,3.567
S8LO01LP//D59-32,6.902,6.742,3.086,4.935
S8LPH3OJ//D37-14,6.941,5.736,2.747,4.273
S8LW82QD//D37-9,6.942,6.75,3.095,4.941
S8MGW5D3//D37-13,6.938,5.735,3.092,4.449
S8N1M6RQ//D40-5,6.936,6.754,1.315,4.05
S8N5DET0//D37-12,6.929,6.735,2.741,4.776
S8N64U42//D37-14-1CT,6.058,5.053,2.739,3.922
S8N8D6UE//D37-10,6.94,6.762,3.08,4.946
S8NECJMT//D59-33,6.908,6.726,1.314,4.053
S8NFTLTD//D37-15,6.944,5.754,2.738,4.271
S8OJ9Q29//D37-11,6.933,6.754,2.727,4.761
S8PCWX9A//D59-34,6.914,6.747,3.095,4.935
S8Q7DWB0//D40-6,6.942,6.755,1.316,4.066
S8QN49G7//D37-16,6.94,5.754,3.086,4.425
S8RSQJ24//D59-35,6.919,6.743,1.322,4.045
S8SNWS2N//D59-36,6.904,6.723,3.088,4.933
S8TKM4BV//D40-7,6.934,6.752,0.966,3.869
S8TWL889//D37-17,6.935,5.737,2.737,4.27
S8UU1M6K//D59-37,6.919,6.755,3.089,4.942
S8W1O3VO//D59-38,6.918,6.733,3.084,4.92
S8XKSIKL//D59-39,6.913,6.753,2.738,4.766
S91H6L3M//D59-40,6.908,6.749,1.323,4.052
S935AS15//D59-41,6.916,6.741,3.101,4.943
S9362F3T//D37-18CT,6.945,5.75,2.735,4.275
S943H17G//D37-19,6.93,5.742,0.967,3.37
S94UER5Q//D59-42,6.917,6.74,3.101,4.919
S95TCFBF//D37-20,6.928,5.746,0.962,3.385
S96NR3FP//D59-43,6.917,6.744,3.082,4.94
S98JDOV2//D59-44,6.93,6.73,3.092,4.937
S9B6FE4T//D59-45,6.91,6.74,1.313,4.059
S9C9TIPU//D59-46,6.905,6.75,3.089,4.927
S9EKF18O//D59-47,6.918,6.75,2.744,4.757
S9G9AN83//D59-48,6.915,6.752,2.731,4.762
S9GNI37M//D59-49,6.911,6.727,2.737,4.775
S9H009WP//D59-48-1,6.053,6.048,2.747,4.426
S9HK78CL//D59-48-2,6.047,6.049,3.092,4.598
S9IG4WEF//D59-50,6.917,6.753,3.085,4.943
S9JAJQF3//D59-48-3,6.049,6.042,3.089,4.576
S9K78VHR//D59-51,6.902,6.748,3.089,4.936
S9L5EWSE//D59-48-4,6.054,6.036,3.084,4.597
S9M5TB4P//D59-52,6.916,6.748,2.73,4.753
S9MNRWGQ//D59-48-5,6.03,6.059,3.077,4.574
S9ODF1BO//D59-53,6.919,6.75,3.104,4.928
S9OEVVL6//D59-48-6,6.042,6.053,3.091,4.592
S9PP31O3//D59-48-7,6.042,6.043,3.089,4.59
S9QN92WJ//D59-48-8,6.048,6.05,0.957,3.519
S9R185I1//D59-54,6.917,6.753,2.727,4.765
S9R5OS3P//D59-48-9,6.048,6.04,3.094,4.573
S9SL4188//D59-55,6.908,6.739,2.728,4.762
S9SVK89X//D59-48-10,6.044,6.039,3.094,4.577
S9UVNI1O//D59-48-11,6.044,6.047,3.09,4.593
S9VK4R87//D59-56,6.923,6.746,3.087,4.929
S9WS1K4W//D59-57,6.919,6.751,2.748,4.785
S9WVQRRJ//D59-48-12,6.064,6.044,3.081,4.608
SA046O6W//D59-58,6.917,6.766,2.735,4.753
SA0WLIL2//D59-48-13,6.049,6.047,3.087,4.601
SA20IQMI//D59-59,6.922,6.766,3.098,4.952
SA2M8LLM//D59-48-14,6.044,6.05,2.745,4.425
SA3FW02P//D59-60,6.902,6.739,1.318,4.044
SA4W2N0P//D59-48-15,6.042,5.031,1.322,3.197
SA5L9D5K//D59-61,6.908,6.74,3.089,4.928
SA715OGG//D59-62,6.913,6.728,2.732,4.751
SA8L1K81//D59-63,6.9,6.742,2.732,4.741
SA9A8AUC//D59-64,6.912,6.748,2.726,4.753
SAA3VNQU//D59-63-1-CT,5.201,5.358,2.74,4.051
SAA3VNV0//D59-65,6.905,6.736,2.742,4.748
SAAR4EJ8//D59-66,6.946,6.744,2.732,4.77
SAF2AALR//D59-67,6.912,6.741,2.741,4.756
SAHBCV02//D59-68,6.905,6.737,2.732,4.774
SAHF4495//D59-68-1-CT,5.189,5.346,2.736,4.054
SAJTES0E//D59-69,6.914,6.738,2.745,4.753
SAM60AF0//D59-70,6.925,6.744,6.339,6.552
SAOEBFMR//D59-71,6.909,6.737,2.727,4.765
SAQ6WASR//D59-72,6.916,6.753,3.088,4.916
SAS99VNN//D59-73,6.921,6.736,3.091,4.936
SATW5JKO//D59-74,6.916,6.753,2.744,4.764
SAX2EF03//D59-76-1 CT,6.063,6.055,2.745,4.438
SAXCULNU//D59-76,6.912,6.757,2.381,4.581
SB15HGUF//D59-77,6.91,6.749,3.086,4.919
SB32L0DN//D59-78,6.909,6.741,3.089,4.912
SB4W7LQT//D59-79-1 CT,6.039,6.04,1.317,3.701
SB51WT27//D59-79,6.909,6.73,2.723,4.742
SB65CXNO//D59-80 CT,6.91,6.731,2.732,4.763
TAWHA09W//D59-75,6.923,6.749,2.371,4.572
