Support_ID,H1_KPI_weighted_power,H2_Criticity,H3_Condition,H4_Risk
RQ82N3G8//74-33-5,5.636,5.78,1.787,3.911
RQ8AUX4A//74-33-6-CT,4.52,4.878,1.793,3.434
RQ8EM99R//88,7.89,6.515,3.695,5.255
RQ8UCGAG//74-33-4,5.665,5.768,7.108,6.551
RQ9PISCN//89,7.889,6.537,3.313,5.073
RQ9W9OJR//74-32,6.791,6.671,7.11,7.04
RQA9HCG7//74-33-3,5.666,5.764,7.084,6.554
RQAA8TM4//71,7.911,6.533,3.315,5.076
RQAKP3CS//90,7.886,6.513,2.942,4.897
RQAUFPTH//74-33-2,5.664,5.776,7.136,6.587
RQB7NGUI//91,7.902,6.529,2.939,4.888
RQBDN1ED//92-CT,6.773,5.617,2.923,4.399
RQBMM8KX//74-33-1,5.654,5.779,2.173,4.105
RQBQDFTA//74-33,6.791,6.68,5.237,6.109
RQCQ2FER//70,7.898,6.54,3.707,5.254
RQE5WOGE//74-34,6.778,6.687,3.703,5.333
RQFGTBSJ//69,7.922,6.547,3.312,5.076
RQFQK18D//74-35,6.78,6.682,3.703,5.334
RQHIFFCM//74-36,6.779,6.675,3.707,5.327
RQHUEI6N//74-37-CT,5.653,5.76,2.94,4.485
RQI6UR6H//68,7.927,6.537,2.928,4.869
RQJ7B5LL//68-1,6.812,5.637,3.321,4.596
RQK7030R//68-2,6.778,5.648,3.317,4.59
RQKTFCF1//67,7.923,6.55,3.312,5.076
RQL85UHJ//68-3,6.797,5.636,3.321,4.603
RQMA3527//68-4,6.797,5.639,3.321,4.61
RQMVQX85//66-1-CT,5.652,4.738,1.408,3.184
RQN6Q9V3//66,7.92,6.552,3.314,5.07
RQN6QA89//68-5,6.806,5.627,2.938,4.399
RQQ6IGW0//65,7.912,6.538,3.7,5.272
RQSVBDBP//64,7.919,6.528,3.68,5.256
RQVKLDLX//63,7.913,6.552,3.315,5.075
RQX20JL3//59-19-CT,5.659,4.734,2.939,3.931
RQXM7I3A//59-18,6.802,5.635,3.323,4.601
RR09VDW6//62,7.917,6.555,3.323,5.071
RR0BE8R1//59-17,6.799,5.642,7.104,6.507
RR0XTIF1//59-16,6.802,5.654,3.689,4.796
RR1K2GVE//59-15,6.8,5.649,3.681,4.798
RR24QJAE//59-14,6.795,5.658,7.138,6.529
RR2KGTFU//59-13,6.784,5.654,3.689,4.793
RR30OABW//61,7.921,6.553,3.314,5.09
RR356VST//59-12,6.789,5.642,3.698,4.792
RR3NV07V//59-11,6.788,5.642,3.686,4.824
RR4ATDQC//59-10,6.796,5.641,2.939,4.427
RR4MSGN9//59-9,6.795,5.654,2.936,4.417
RR5H9AOR//59-8,6.8,5.646,3.329,4.591
RR5OPPNV//60,7.92,6.557,2.944,4.875
RR6FFC1D//59-7,6.79,5.648,2.935,4.395
RR6GW843//59-7-1-CT,4.533,3.82,2.938,3.454
RR7L3RTG//59-6,6.801,5.652,3.308,4.584
RR8NQHGC//59-5,6.808,5.642,2.935,4.406
RR9JO7KN//59-4,6.799,5.634,2.935,4.423
RR9L73WC//59,7.918,6.555,3.321,5.077
RR9U6EJ3//59-1,6.798,5.642,2.941,4.397
RRAB59FH//59-3-A1,5.654,4.738,2.938,3.928
RRAPCNEN//59-3,6.769,5.644,3.316,4.613
RRAVC7SP//59-3-B1,5.673,4.747,1.031,2.995
RRBTI956//59-2,6.805,5.645,3.314,4.607
RRDA61MW//58,7.934,6.554,3.314,5.071
RRH7CSX5//57,7.914,6.568,2.935,4.886
RRKD4KI7//56,7.932,6.557,3.322,5.069
RRNHDFXP//55,7.921,6.556,3.319,5.057
RRQJE09U//54,7.927,6.561,2.939,4.893
RRRUAJIN//53,7.941,6.556,3.322,5.109
RRTA6V0M//52,7.93,6.553,3.7,5.285
RRULSVBA//51,7.941,6.565,3.33,5.083
RRVUH5EV//50,7.949,6.562,4.833,5.836
RRXRKN1Q//49,7.951,6.561,3.316,5.06
RS1HX76K//48,7.949,6.568,2.922,4.889
RS29E92M//47,7.952,6.56,3.326,5.064
RS30TAWM//46,7.947,6.557,2.945,4.882
RS40I8FR//45,7.927,6.572,2.899,4.877
RS53WD64//44,7.956,6.546,2.944,4.891
RT82CO7C//D34-3,6.807,5.675,2.927,4.428
RT8L2QFF//D34-2,6.814,5.671,2.935,4.421
RT9A9GXW//D34-1,6.822,5.669,2.943,4.413
RTIES7OX//D31-1-CT,5.686,4.761,2.928,3.944
RVWXPSPU//D6-1-CT,5.703,4.768,2.932,3.96
SR2JKGWT/80,8.001,6.586,2.55,4.713
SR31ARAI//74-5,6.788,5.643,3.303,4.587
S5OHC14B//D8,7.576,6.267,1.031,3.775
S5OKBRG7//D7,7.645,6.326,2.545,4.59
S5ONBJQT//D6,7.74,6.396,2.551,4.592
S5OQBC3W//D5,7.797,6.44,2.565,4.641
S5OSJNC8//D4,7.854,6.502,2.559,4.663
S5OVJFN8//D3,7.911,6.545,2.552,4.692
S5OWAURA//D2X2,6.089,5.06,1.412,3.365
S5P2246G//D1,8.076,6.646,2.552,4.742
S5PE16WJ//D2,8.014,6.607,1.411,4.15
S5PFI312//D2X1,6.098,5.087,1.409,3.36
S5QI6POO//D9,7.518,6.226,1.035,3.754
S5S3B69E//D10,7.435,6.165,1.028,3.713
S5TGG2EI//D11,7.365,6.108,1.031,3.69
S5VC2NN1//D12,7.301,6.068,2.559,4.434
S5WXFFCR//D13,7.228,6.006,1.034,3.643
S61G0G0W//D14,7.165,5.95,1.031,3.621
S62DF24C//D15,7.104,5.892,1.419,3.778
S62H68M6//D18-5CT,7.212,5.985,2.945,4.562
S63NK5H8//D18-4,7.212,5.985,2.945,4.593
S644J141//D16,7.031,5.83,1.409,3.738
S651XKPV//D18-3,7.22,5.972,3.31,4.783
S66F4H2C//D18-2,7.202,5.981,2.928,4.592
S68C80M4//D18-1,7.211,5.99,2.939,4.567
S68L7B9D//D18,6.864,5.72,2.562,4.27
S68WEX0Q//D18-1-1CT,6.31,5.267,1.411,3.449
S69FM59I//D17,6.963,5.765,1.036,3.528
S6B014RF//D19,6.834,5.662,1.032,3.473
S6DKBCST//D20,6.763,5.62,1.036,3.439
S6GW2MLG//D21,6.677,5.547,1.029,3.416
S6JOCF2T//D22,6.619,5.499,1.033,3.376
S6MND6XT//D23,6.538,5.443,1.03,3.338
S6POMA23//D24,6.471,5.383,1.032,3.335
S6TMKI7P//D25,6.405,5.325,2.552,4.046
S6WGD6QK//D26,6.34,5.276,1.035,3.254
S6X7S4UK//189-15-CT,6.157,5.148,2.952,4.169
S6XPQQ6E//189-14,7.064,5.85,2.951,4.531
S7058P58//189-13,7.06,5.853,2.939,4.504
S70SFJ8S//D27,6.274,5.223,2.552,4.001
S71467HF//189-12,7.05,5.86,4.82,5.46
S71G5AC8//189-11,7.071,5.848,2.933,4.506
S73NP0J2//189-10,7.043,5.853,2.939,4.526
S74SM4JO//D28,6.207,5.169,1.03,3.207
S75OJP8F//189-9,7.055,5.852,2.932,4.514
S77KVV12//D29,6.143,5.109,1.036,3.171
S78157MX//189-8,7.06,5.859,2.944,4.503
S783DILX//189-6-1-CT,5.287,4.448,2.949,3.788
S7AAX8X3//189-7,7.067,5.851,2.936,4.52
S7AKO0K3//189-6,7.061,5.857,2.939,4.522
S7ALFFNX//189-7-1,6.173,5.146,2.935,4.153
S7ATNEM5//D30,6.074,5.058,1.034,3.153
S7BSKRFB//189-5,7.055,5.862,3.314,4.714
S7CKR95N//D59-3-11,6.277,5.236,2.947,4.188
S7CN1LDA//189-4,7.058,5.853,3.31,4.704
S7CT14OH//D59-3-10-1-CT,4.489,3.779,2.936,3.444
S7CWQBXF//D59-3-10,6.268,5.222,2.937,4.215
S7DAPFTG//189-3,7.037,5.857,1.414,3.742
S7DXW5GE//D59-3-9,6.286,5.225,2.944,4.181
S7EULF2I//D31,5.982,5.015,1.036,3.124
S7FUA7XL//D59-3-8,6.267,5.233,2.922,4.199
S7I8CKKC//D59-3-7,6.27,5.226,3.292,4.382
S7K3X81U//D59-3-6,6.263,5.227,2.94,4.191
S7K8FV77//D59,4.074,3.47,2.56,3.066
S7KO6AMP//D32,5.928,4.947,1.032,3.094
S7LWSE9U//D59-3-5-2-CT,4.491,3.807,2.947,3.464
S7M72A6O//D59-3-3,6.278,5.221,2.922,4.191
S7MARHA0//D59-3-5,6.27,5.234,2.936,4.198
S7MBIWHE//D59-3-3-1-CT,4.49,3.795,2.939,3.455
S7ML9NUP//D59-3-5-1,5.376,4.502,2.933,3.82
S7N5XQHB//D59-3-2,6.276,5.224,2.938,4.201
S7NGG35B//D33,5.857,4.905,1.037,3.079
S7NHWU4V//D58,4.131,3.519,1.036,2.352
S7NTVW28//D59-3-4,6.271,5.237,2.931,4.186
S7OJ4NLW//D57,4.21,3.576,2.547,3.145
S7OPTMG9//D59-1,7.177,5.956,1.038,3.617
S7PI254F//D59-3-1,6.275,5.235,2.934,4.208
S7Q6HER3//D59-2,7.163,5.946,2.935,4.589
S7R0WCF7//D34,5.799,4.843,1.035,3.018
S7R36JTR//D59-3,7.179,5.943,2.948,4.586
S7RO508P//D56,4.27,3.626,1.033,2.399
S7S2TH5D//D59-4,7.169,5.936,2.939,4.555
S7T5I6LW//D59-5,7.167,5.945,2.945,4.569
S7TF8XFQ//D55,4.343,3.688,1.417,2.608
S7UGEPQA//D59-5-1,6.274,5.241,2.934,4.211
S7UK5WW1//D59-6,7.16,5.964,3.309,4.767
S7URMHAB//D35,5.71,4.774,2.56,3.759
S7VJ3F5T//D59-7,7.177,5.95,3.331,4.768
S7VJ3FC1//D59-5-2,6.272,5.235,2.942,4.196
S7WF15FQ//D59-5-3,6.288,5.239,2.93,4.218
S7WIQCFE//D59-8,7.177,5.936,2.926,4.569
S7XG6WWF//D59-5-4-CT,5.385,4.509,2.933,3.828
S7XMVW0M//D59-9,7.18,5.95,3.313,4.755
S8005LC0//D54,4.42,3.739,2.553,3.239
S806545G//D59-10,7.181,5.951,3.31,4.762
S8065866//D36,5.64,4.726,1.03,2.978
S814B5B6//D59-11,7.184,5.95,3.329,4.744
S81H1N5Q//D59-12-1-CT,5.398,4.513,2.934,3.815
S81W0I6H//D59-12,7.18,5.952,1.41,3.813
S82CXD65//D59-13,7.175,5.95,2.931,4.547
S83RL7FF//D53,4.469,3.778,2.554,3.248
S841T57R//D37,5.57,4.676,2.558,3.713
S84734ES//D59-14,7.174,5.955,3.317,4.755
S84736GE//D52,4.552,3.857,1.032,2.531
S84J2977//D53-1,7.185,5.958,1.413,3.807
S84NIXJ3//D38,5.508,4.626,1.034,2.926
S84NIXPC//D37-1,7.196,5.965,1.412,3.817
S84S1M0G//D37-1-1,6.286,5.247,3.314,4.382
S84WIA2F//D39,5.457,4.569,1.031,2.896
S8530W8B//D40,5.376,4.514,2.559,3.626
S853QBGQ//D53-2,7.169,5.958,2.95,4.561
S856Q41I//D51,4.616,3.907,1.031,2.547
S859PVF1//D42-2-CT,6.299,5.242,2.945,4.186
S85AHD29//D37-1-3CT,6.288,5.235,2.939,4.209
S85GGRDN//D59-15,7.172,5.951,2.931,4.552
S85IP4H6//D59-16-1CT,6.278,5.231,1.416,3.437
S85JGM0G//D50,4.685,3.957,1.03,2.578
S85UOAUI//D42-1,7.199,5.94,2.94,4.587
S860FGKE//D53-3,7.194,5.947,2.94,4.57
S8646LTF//D59-16,7.188,5.952,3.314,4.756
S865NLKC//D41,5.306,4.456,1.034,2.83
S86A6896//D53-4,7.181,5.942,2.938,4.549
S86FECA3//D49,4.753,4.004,1.033,2.613
S86G5S8R//D42,5.236,4.392,2.553,3.549
S86JV1D6//D43,5.162,4.34,2.546,3.518
S86ODNJ7//D44,5.098,4.291,1.035,2.75
S86S4VRT//D37-1-X-1,5.389,4.526,3.321,4.025
S86UD7R5//D45,5.033,4.234,1.036,2.706
S86WLITM//D46,4.965,4.169,1.025,2.693
S872CQ0G//D47,4.893,4.12,1.033,2.668
S873TJ4G//D59-17,7.166,5.949,3.32,4.756
S8763X5V//D48,4.823,4.065,1.033,2.626
S87L2SME//D44-1,7.183,5.958,1.032,3.618
S885QRIM//D59-18,7.182,5.924,3.317,4.735
S88D9C3N//D40-1,7.198,5.965,1.418,3.81
S88WOSRW//D44-2-CT,6.3,5.231,2.937,4.207
S89ANS5P//D59-19,7.165,5.946,3.309,4.769
S89RV4VL//D37-2,7.19,5.971,3.307,4.759
S8B6AK5T//D37-3,7.189,5.957,3.316,4.771
S8B71UGX//D59-20,7.172,6.998,3.292,5.281
S8BMQAWE//D40-2,7.194,5.966,1.031,3.598
S8C3P1J7//D59-21,7.171,6.988,3.316,5.305
S8D5METU//D37-4,7.178,5.949,3.313,4.75
S8DICRSO//D59-22,7.167,6.984,1.403,4.344
S8E32U09//D59-26-1-CT,5.381,5.556,2.935,4.362
S8EPIACX//D40-3,7.196,5.967,1.416,3.822
S8EUQ8WK//D59-26,7.173,6.99,2.934,5.111
S8FV6L93//D59-27,7.165,6.992,3.319,5.304
S8GBE6DU//D37-5,7.198,5.96,3.317,4.763
S8GX3TNL//D59-28,7.167,6.999,3.321,5.302
S8HV9UT5//D59-29,7.167,7.009,3.323,5.294
S8I411LT//D37-6,7.181,5.95,2.924,4.556
S8IUWS47//D59-30,7.17,7.012,3.319,5.278
S8IVOEH2//D37-6-1,6.286,5.225,2.939,4.216
S8J1FLEQ//D40-4,7.201,5.962,1.036,3.622
S8JGEGPR//D37-6-2,6.293,5.252,2.936,4.211
S8JQ58J9//D37-7,7.188,5.959,3.326,4.756
S8JQUI4S//D59-31,7.181,7.001,2.944,5.117
S8K73W3V//D59-31-1-CT,5.393,5.543,2.938,4.365
S8KEKHV7//D37-6-3,6.303,5.225,2.919,4.198
S8KLBHKI//D37-8,7.203,5.951,2.93,4.573
S8L1IVBG//D37-6-4-CT,5.389,4.528,2.921,3.83
S8LO01LP//D59-32,7.175,6.997,3.315,5.295
S8LPH3OJ//D37-14,7.16,5.97,2.93,4.578
S8LW82QD//D37-9,7.2,7.002,3.324,5.299
S8MGW5D3//D37-13,7.201,5.958,3.315,4.745
S8N1M6RQ//D40-5,7.188,7.007,1.418,4.352
S8N5DET0//D37-12,7.184,7.009,2.939,5.137
S8N64U42//D37-14-1CT,6.3,5.251,2.944,4.191
S8N8D6UE//D37-10,7.199,7.004,3.317,5.285
S8NECJMT//D59-33,7.165,6.996,1.412,4.361
S8NFTLTD//D37-15,7.175,5.955,2.933,4.594
S8OJ9Q29//D37-11,7.189,7.009,2.929,5.13
S8PCWX9A//D59-34,7.163,6.982,3.305,5.29
S8Q7DWB0//D40-6,7.178,7.013,1.41,4.381
S8QN49G7//D37-16,7.199,5.962,3.297,4.767
S8RSQJ24//D59-35,7.165,7.0,1.414,4.343
S8SNWS2N//D59-36,7.157,6.988,3.321,5.288
S8TKM4BV//D40-7,7.182,6.989,1.034,4.168
S8TWL889//D37-17,7.192,5.958,2.937,4.584
S8UU1M6K//D59-37,7.189,6.996,3.316,5.294
S8W1O3VO//D59-38,7.174,6.998,3.317,5.3
S8XKSIKL//D59-39,7.174,6.99,2.937,5.114
S91H6L3M//D59-40,7.173,6.984,1.416,4.349
S935AS15//D59-41,7.18,7.002,3.312,5.281
S9362F3T//D37-18CT,7.184,5.951,2.923,4.584
S943H17G//D37-19,7.2,5.962,1.037,3.62
S94UER5Q//D59-42,7.162,6.995,3.314,5.293
S95TCFBF//D37-20,7.183,5.959,1.033,3.627
S96NR3FP//D59-43,7.176,6.982,3.304,5.286
S98JDOV2//D59-44,7.164,6.983,3.323,5.303
S9B6FE4T//D59-45,7.164,7.004,1.414,4.355
S9C9TIPU//D59-46,7.164,6.993,3.321,5.284
S9EKF18O//D59-47,7.164,7.003,2.926,5.122
S9G9AN83//D59-48,7.171,6.988,2.942,5.115
S9GNI37M//D59-49,7.166,6.998,2.94,5.122
S9H009WP//D59-48-1,6.281,6.274,2.929,4.757
S9HK78CL//D59-48-2,6.277,6.28,3.321,4.922
S9IG4WEF//D59-50,7.164,6.983,3.315,5.282
S9JAJQF3//D59-48-3,6.259,6.268,3.333,4.922
S9K78VHR//D59-51,7.178,7.016,3.324,5.303
S9L5EWSE//D59-48-4,6.273,6.272,3.315,4.904
S9M5TB4P//D59-52,7.164,6.984,2.923,5.098
S9MNRWGQ//D59-48-5,6.274,6.271,3.307,4.907
S9ODF1BO//D59-53,7.164,6.994,3.327,5.31
S9OEVVL6//D59-48-6,6.263,6.266,3.321,4.911
S9PP31O3//D59-48-7,6.282,6.275,3.317,4.921
S9QN92WJ//D59-48-8,6.28,6.27,1.036,3.777
S9R185I1//D59-54,7.162,6.999,2.945,5.1
S9R5OS3P//D59-48-9,6.271,6.271,3.32,4.929
S9SL4188//D59-55,7.173,6.971,2.932,5.102
S9SVK89X//D59-48-10,6.254,6.273,3.319,4.905
S9UVNI1O//D59-48-11,6.282,6.27,3.322,4.929
S9VK4R87//D59-56,7.148,6.973,3.312,5.299
S9WS1K4W//D59-57,7.153,6.974,2.942,5.109
S9WVQRRJ//D59-48-12,6.278,6.281,3.308,4.943
SA046O6W//D59-58,7.179,6.997,2.935,5.125
SA0WLIL2//D59-48-13,6.252,6.28,3.304,4.931
SA20IQMI//D59-59,7.177,6.989,3.305,5.269
SA2M8LLM//D59-48-14,6.262,6.283,2.932,4.738
SA3FW02P//D59-60,7.171,6.985,1.413,4.36
SA4W2N0P//D59-48-15,6.252,5.233,1.412,3.445
SA5L9D5K//D59-61,7.171,7.003,3.328,5.282
SA715OGG//D59-62,7.156,6.978,2.931,5.063
SA8L1K81//D59-63,7.175,6.989,2.939,5.113
SA9A8AUC//D59-64,7.181,6.991,2.93,5.097
SAA3VNQU//D59-63-1-CT,5.392,5.555,2.936,4.362
SAA3VNV0//D59-65,7.181,6.956,2.939,5.126
SAAR4EJ8//D59-66,7.184,6.997,2.939,5.103
SAF2AALR//D59-67,7.158,6.978,2.944,5.132
SAHBCV02//D59-68,7.164,6.987,2.935,5.109
SAHF4495//D59-68-1-CT,5.381,5.554,2.927,4.357
SAJTES0E//D59-69,7.178,7.008,2.933,5.106
SAM60AF0//D59-70,7.175,6.992,6.731,7.013
SAOEBFMR//D59-71,7.171,7.003,2.94,5.114
SAQ6WASR//D59-72,7.165,7.002,3.311,5.295
SAS99VNN//D59-73,7.164,6.994,3.312,5.28
SATW5JKO//D59-74,7.168,6.989,2.931,5.112
SAX2EF03//D59-76-1 CT,6.25,6.273,2.919,4.717
SAXCULNU//D59-76,7.169,7.001,2.554,4.899
SB15HGUF//D59-77,7.162,6.984,3.313,5.29
SB32L0DN//D59-78,7.167,6.982,3.314,5.291
SB4W7LQT//D59-79-1 CT,6.271,6.267,1.414,3.983
SB51WT27//D59-79,7.181,7.006,2.934,5.095
SB65CXNO//D59-80 CT,7.183,6.99,2.951,5.113
TAWHA09W//D59-75,7.167,6.992,2.554,4.899
